filename,swin_b,swin_s,swin_t,ViTB16,ViTB32,ViTH14,ViTL16,ViTL32,MaxVit,swin_v2_b,swin_v2_s,swin_v2_t
n01440764_10026.JPEG,3.672,4.651,3.062,4.97,9.068,3.178,9.974,8.158,8.105,3.265,0.929,2.385
n01440764_10027.JPEG,4.373,9.305,2.625,4.313,11.175,0.506,10.569,6.29,9.122,9.131,9.098,8.351
n01440764_10029.JPEG,7.325,6.064,6.091,4.196,11.279,0.633,11.015,9.889,8.651,6.745,4.817,6.162
n01440764_10040.JPEG,8.052,7.828,6.46,0.968,9.921,0.48,9.077,4.221,7.66,4.63,5.637,6.744
n01440764_10042.JPEG,4.208,5.689,3.152,0.41,1.412,0.829,5.548,2.715,1.648,3.67,1.305,0.799
n01440764_10043.JPEG,6.363,3.958,2.624,1.131,11.121,0.242,10.842,5.75,7.716,5.517,5.052,3.99
n01440764_10048.JPEG,3.295,1.203,4.262,0.941,11.221,0.84,10.215,5.024,8.306,4.685,3.751,4.601
n01440764_10066.JPEG,6.832,5.836,4.851,2.905,7.844,0.328,10.4,5.751,9.379,4.225,2.479,5.005
n01440764_10074.JPEG,8.364,7.1,4.777,0.216,8.274,2.159,7.301,5.14,7.764,5.86,4.944,6.103
n01440764_1009.JPEG,5,3.203,1.112,1.368,10.483,0.69,10.127,3.468,9.141,5.129,3.321,3.486
n01440764_10095.JPEG,4.368,6.702,4.848,0.275,2.348,1.311,2.402,1.453,4.673,5.289,3.972,5.361
n01440764_10108.JPEG,1.92,0.913,0.936,1.437,6.953,0.43,10.465,6.734,7.725,2.947,2.319,2.53
n01440764_10110.JPEG,0.756,0.482,1.726,0.165,10.069,0.423,10.501,9.105,7.447,1.157,1.597,1.722
n01440764_10120.JPEG,3.048,0.861,4.234,3.294,10.205,1.005,11.117,5.865,7.931,3.158,2.641,4.709
n01440764_10124.JPEG,4.75,6.629,7.644,5.595,8.364,2.417,10.181,7.244,7.834,10.634,10.008,10.731
n01440764_10150.JPEG,1.151,0.517,0.988,0.17,9.908,0.188,10.986,8.168,8.325,1.789,1.484,1.164
n01440764_10159.JPEG,6.708,4.099,5.611,0.822,8.868,0.412,10.691,4.598,7.624,6.994,3.667,5.886
n01440764_10162.JPEG,8.527,7.089,6.084,1.944,9.608,0.411,10.841,6.439,8.232,7.6,7.404,6.948
n01440764_10183.JPEG,11.443,10.842,10.275,0.565,7.832,2.583,11.044,8.002,4.548,10.441,10.09,10.946
n01440764_10194.JPEG,4.862,7.164,4.756,0.559,8.259,2.274,9.148,9.633,6.986,10.195,10.369,10.333
n01440764_10211.JPEG,0.763,0.812,0.345,1.289,1.985,0.465,7.566,1.289,5.852,0.803,0.46,0.649
n01440764_10218.JPEG,4.942,1.793,3.656,2.363,5.598,1.369,11.124,6.498,8.47,1.687,0.961,5.074
n01440764_10227.JPEG,5.447,7.543,8.211,0.143,8.199,0.727,8.048,6.161,7.489,6.949,6.48,6.355
n01440764_1024.JPEG,4.966,3.44,1.511,0.229,3.244,2.234,9.548,3.03,7.009,6.812,5.438,3.111
n01440764_10251.JPEG,7.548,8.563,5.21,0.14,9.095,1.62,7.684,4.931,8.339,6.85,6.617,6.519
n01440764_10254.JPEG,6.394,5.011,3.718,0.241,9.206,0.569,4.788,4.037,7.247,3.073,4.597,3.155
n01440764_10281.JPEG,0.229,0.176,0.132,0.282,10.319,0.65,10.459,3.979,7.876,0.25,0.147,0.174
n01440764_10290.JPEG,2.089,0.483,1.137,0.773,10.552,0.908,8.983,3.403,9.317,1.613,1.918,1.98
n01440764_10293.JPEG,3.405,0.819,1.987,0.327,10.101,0.712,10.739,5.764,6.145,1.104,1.43,1.978
n01440764_10307.JPEG,6.011,4.168,5.252,1.253,8.562,0.835,10.411,8.386,8.006,6.904,4.986,7.18
n01440764_10317.JPEG,0.974,0.941,1.632,1.532,9.823,0.834,9.724,6.667,6.971,3.48,2.44,2.964
n01440764_10319.JPEG,0.13,0.12,0.251,0.263,0.945,0.367,7.035,1.256,4.21,0.705,0.519,0.946
n01440764_10320.JPEG,5.067,3.739,1.072,0.525,8.898,0.353,11.08,3.919,6.403,3.565,4.298,3.678
n01440764_10323.JPEG,6.661,5.891,4.296,0.156,8.123,0.686,9.02,5.436,7.922,4.518,4.334,4.181
n01440764_10331.JPEG,0.348,0.361,0.115,0.47,0.113,0.233,0.685,1.469,3.179,0.704,0.576,0.192
n01440764_10342.JPEG,7.228,5.609,3.807,0.164,7.877,1.463,11.207,3.619,7.276,5.621,5.854,5.161
n01440764_10361.JPEG,7.565,7.971,5.089,0.223,8.076,0.278,8.577,5.968,8.105,6.533,3.863,6.689
n01440764_10365.JPEG,5.909,6.554,2.665,0.318,9.999,0.522,10.046,6.751,7.161,6.433,4.855,6.771
n01440764_10373.JPEG,8.06,9.353,8.852,2.006,4.725,0.703,10.765,4.695,8.293,6.913,1.228,6.433
n01440764_10380.JPEG,0.387,0.065,0.538,0.09,7.255,1.23,10.717,5.187,5.662,1.349,0.634,0.298
n01440764_10382.JPEG,5.662,4.516,2.788,4.706,5.684,1.137,11.029,4.119,7.945,3.172,2.336,8.985
n01440764_10398.JPEG,6.541,5.247,4.993,1.364,3.992,2.008,11.005,4.702,5.047,6.597,6.388,4.833
n01440764_10410.JPEG,3.379,3.949,2.143,0.603,5.786,0.908,9.63,7.294,5.287,2.523,0.723,0.345
n01440764_10427.JPEG,11.452,10.628,10.169,2.254,10.593,0.602,9.336,6.005,8.846,9.941,10.062,9.98
n01440764_10444.JPEG,4.568,5.708,5.264,0.672,8.621,0.56,10.664,8.944,8.772,7.547,8.622,9.181
n01440764_10449.JPEG,8.954,8.346,7.14,2.829,2.11,1.678,10.98,1.885,8.714,7.717,6.473,6.522
n01440764_10462.JPEG,5.604,9.172,7.004,0.458,6.763,0.324,8.873,5.899,5.484,6.646,3.78,10.018
n01440764_10464.JPEG,5.628,6.811,7.557,4.982,10.508,0.786,10.618,6.572,8.817,6.716,7.05,7.169
n01440764_10470.JPEG,0.563,0.181,0.526,1.131,10.335,1.081,11.036,6.824,8.46,0.7,0.43,0.518
n01440764_10482.JPEG,5.365,1.957,4.921,0.393,9.956,0.747,5.761,6.245,7.457,4.5,2.974,3.317
n01440764_10491.JPEG,1.948,0.917,1.423,0.245,7.997,0.437,5.43,5.803,7.295,2.349,1.836,1.299
n01440764_105.JPEG,8.581,7.156,4.144,0.351,8.661,0.274,11.306,5.747,3.316,6.148,5.481,8.021
n01440764_10514.JPEG,3.677,1.673,2.933,0.328,11.22,0.115,11.152,6.767,8.568,4.254,2.951,4.252
n01440764_10529.JPEG,1.311,0.252,0.543,4.242,8.032,1.073,11.296,5.315,7.045,2.051,1.028,0.759
n01440764_10531.JPEG,7.826,6.326,5.723,0.232,9.669,0.647,10.67,7.179,5.221,8.587,6.135,5.688
n01440764_10534.JPEG,3.769,0.708,1.603,0.236,11.124,0.33,10.753,3.999,8.654,3.302,2.16,3.186
n01440764_10542.JPEG,5.228,9.97,8.076,3.307,10.389,0.937,10.455,6.472,8.339,4.389,4.957,6.859
n01440764_10543.JPEG,1.455,1.266,0.983,0.957,8.998,1.187,7.829,5.77,6.313,3.063,2.392,1.841
n01440764_10548.JPEG,8.395,7.303,5.087,0.206,5.596,2.156,10.932,7.544,7.674,4.873,5.005,6.367
n01440764_10550.JPEG,3.654,3.919,2.43,4.469,9.807,0.881,10.595,7.91,9.743,4.365,3.773,3.181
n01440764_10555.JPEG,1.144,1.12,0.41,0.67,6.311,1.161,9.523,2.107,3.07,5.037,3.963,4.443
n01440764_10569.JPEG,9.101,5.121,4.768,0.431,5.335,6.564,9.677,7.592,7.607,4.255,7.484,6.42
n01440764_10587.JPEG,3.953,2.351,1.542,0.178,9.409,0.828,10.313,5.678,3.162,3.905,2.66,2.225
n01440764_10592.JPEG,3.094,3.166,6.767,3.727,6.327,1.536,10.116,5.451,6.075,4.212,2.581,3.793
n01440764_10604.JPEG,1.79,0.467,2.688,0.238,6.101,0.3,10.47,4.507,7.641,3.772,2.053,2.525
n01440764_10619.JPEG,0.676,0.21,0.584,0.261,9.184,0.347,11.186,6.047,8.106,0.782,0.697,0.18
n01440764_1063.JPEG,0.154,0.15,0.213,0.243,7.16,0.656,9.147,5.117,7.865,0.118,0.117,0.22
n01440764_10649.JPEG,2.787,3.488,5.081,0.335,9.182,0.564,10.443,5.321,6.784,7.631,7.593,5.583
n01440764_10667.JPEG,3.028,1.078,4.633,1.146,10.777,0.804,10.421,6.716,7.873,4.887,4.737,5.734
n01440764_10698.JPEG,1.593,0.536,0.79,0.832,2.704,1.786,3.875,1.454,6.541,3.15,1.114,1.077
n01440764_107.JPEG,11.513,8.367,3.825,5.678,11.325,2.412,10.233,7.737,9.718,9.52,11.511,11.151
n01440764_10716.JPEG,4.938,2.512,3.82,0.321,2.676,1.363,6.43,5.298,7.307,4.865,2.834,3.609
n01440764_10726.JPEG,5.398,6.526,5.28,2.571,8.707,0.667,11.018,6.571,9.105,2.186,2.721,7.508
n01440764_10733.JPEG,5.455,5.755,3.341,0.235,3.1,0.285,10.55,4.622,6.985,5.505,4.559,5.684
n01440764_10738.JPEG,3.554,5.145,2.157,2.25,8.721,0.436,6.906,3.492,5.82,2.514,3.785,2.918
n01440764_10740.JPEG,8.718,8.859,8.312,0.702,9.471,0.461,8.971,5.011,8.04,6.773,6.503,8.674
n01440764_10744.JPEG,7.653,8.193,2.859,0.244,4.157,0.385,1.973,2.3,2.453,8.041,7.558,0.441
n01440764_10756.JPEG,3.083,1.703,3.092,0.304,8.904,2.193,10.02,7.607,7.501,3.997,2.629,4.102
n01440764_10779.JPEG,4.496,1.831,5.499,0.652,9.972,0.374,10.497,3.691,7.005,2.375,2.094,4.709
n01440764_10783.JPEG,0.294,0.314,0.374,1.751,8.032,1.952,10.154,4.598,7.611,0.313,0.176,0.374
n01440764_10787.JPEG,4.207,3.756,3.765,0.498,9.525,0.532,11.117,5.872,8.592,5.019,4.438,3.51
n01440764_10792.JPEG,3.944,2.534,0.885,5.145,8.397,2.618,10.548,6.357,7.556,6.424,4.928,7.21
n01440764_10812.JPEG,8.219,8.138,4.157,0.475,7.245,1.278,9.4,6.213,9.614,9.149,8.658,5.721
n01440764_10822.JPEG,3.708,1.866,3.078,1.767,9.206,0.553,9.58,5.371,7.791,3.411,3.158,2.725
n01440764_10845.JPEG,7.134,6.565,3.808,0.17,8.206,0.37,8.744,6.188,8.357,4.598,2.027,3.482
n01440764_10847.JPEG,4.405,2.352,2.044,0.923,7.455,1.488,6.413,7.11,7.004,4.465,3.836,2.551
n01440764_10852.JPEG,4.191,2.513,2.885,0.46,11.101,0.366,10.591,5.951,8.503,3.354,2.818,2.782
n01440764_10878.JPEG,7.167,5.542,5.503,2.047,10.176,0.499,11.003,6.486,9.199,7.044,6.139,6.411
n01440764_1091.JPEG,6.007,2.693,1.263,0.161,1.134,1.648,6.027,4.614,3.92,5.112,3.085,1.917
n01440764_10910.JPEG,1.294,0.488,0.829,0.167,6.656,0.307,5.485,5.494,7.537,1.486,0.845,0.848
n01440764_10969.JPEG,8.287,4.325,6.54,2,7.439,1.357,10.591,8.519,7.938,5.701,7.121,6.748
n01440764_10979.JPEG,8.55,9.275,7.398,0.412,9.844,2.2,6.059,5.151,8.418,5.34,6.414,5.493
n01440764_10995.JPEG,6.254,7.512,5.605,0.225,6.862,0.682,8.722,4.314,8.699,6.317,5.42,4.238
n01440764_11011.JPEG,8.214,5.581,8.577,1.632,8.837,0.442,10.917,4.986,8.693,8.602,6.429,9.449
n01440764_11018.JPEG,6.002,6.075,4.539,0.125,8.238,0.621,11.211,5.067,9.077,4.956,4.55,5.741
n01440764_11044.JPEG,3.579,0.577,3.264,0.457,8.21,1.233,10.782,5.447,8.525,2.427,3.073,2.344
n01440764_11063.JPEG,5.4,7.606,8.541,2.741,8.952,0.635,9.161,5.469,6.577,3.414,2.688,5.678
n01440764_1108.JPEG,6.466,5.139,4.878,0.535,10.384,2.143,11.335,5.745,7.308,3.883,2.243,2.64
n01440764_11085.JPEG,8.911,7.404,8.384,2.746,6.789,1.199,10.645,3.577,5.24,8.05,6.072,8.303
n01440764_1113.JPEG,8.636,7.72,6.309,1.588,7.187,0.717,11.266,4.714,7.02,6.638,6.918,7.187
n01440764_11145.JPEG,1.101,1.75,3.707,0.355,9.218,1.916,10.634,8.239,7.638,4.948,1.745,4.912
n01440764_11151.JPEG,6.024,8.917,6.536,3.466,8.997,0.435,9.832,5.349,8.208,5.349,6.195,7.805
n01440764_11155.JPEG,0.529,0.226,0.36,0.362,7.813,0.151,11.06,6.039,4.909,0.953,1.224,1.698
n01440764_11170.JPEG,3.569,1.33,0.976,0.731,6.173,0.845,10.626,6.941,4.071,1.511,1.602,2.914
n01440764_11190.JPEG,3.219,1.69,2.537,3.06,11.088,0.528,10.141,6.54,8.744,4.321,4.972,4.651
n01440764_11211.JPEG,4.219,6.406,6.384,0.801,9.168,0.321,11.197,5.508,8.71,6.616,7.029,6.125
n01440764_11213.JPEG,4.205,0.73,3.592,2.292,6.825,0.404,10.021,3.877,7.822,4.65,5.284,5.785
n01440764_11225.JPEG,6.582,6.8,4.048,0.286,10.639,1.166,7.175,7.792,8.267,6.121,4.23,5.436
n01440764_11281.JPEG,6.787,6.529,6.569,0.672,10.684,1.192,5.669,6.498,5.832,7.219,6.148,5.573
n01440764_11314.JPEG,4.934,3.166,4.292,3.752,6.223,1.356,11.301,3.575,9.375,5.986,4.571,4.857
n01440764_11331.JPEG,7.886,7.696,6.349,1,8.885,0.323,10.946,6.337,8.117,5.22,6.256,7.287
n01440764_11335.JPEG,7.414,8.826,7.455,2.486,5.84,1,10.022,5.009,8.842,5.088,1.33,6.151
n01440764_11339.JPEG,6.654,2.78,5.619,0.592,7.181,0.436,6.49,6.629,7.125,3.304,3.943,5.342
n01440764_11346.JPEG,2.884,1.322,2.649,0.499,9.45,0.435,10.859,7.828,9.267,3.906,0.723,2.486
n01440764_1135.JPEG,6.143,3.034,2.062,0.265,5.919,0.589,10.161,7.968,7.321,5.928,5.061,4.485
n01440764_11350.JPEG,5.189,2.553,4.671,0.583,3.519,1.125,10.88,5.823,6.445,6.001,2.689,4.817
n01440764_11396.JPEG,8.276,9.502,9.961,1.861,10.478,0.933,10.758,3.789,9.204,7.36,7.926,7.873
n01440764_11400.JPEG,2.546,1.236,1.763,0.637,2.283,0.348,9.994,3.308,6.567,2.98,2.884,2.357
n01440764_1141.JPEG,2.911,1.166,1.237,0.337,5,0.652,5.339,2.78,3.241,1.335,1.727,1.236
n01440764_11420.JPEG,4.03,0.735,4.795,0.1,9.616,0.292,9.53,6.127,7.571,4.759,3.862,4.198
n01440764_11424.JPEG,7.677,5.43,5.7,4.524,8.966,2.848,10.75,6.454,4.223,4.532,6.027,6.321
n01440764_11444.JPEG,6.554,6.628,6.042,0.608,10.534,0.317,11.13,10.021,9.103,6.015,7.608,6.982
n01440764_1145.JPEG,4.324,1.324,2.96,3.477,7.882,1.154,10.948,8.49,7.796,4.665,4.74,3.043
n01440764_11469.JPEG,4.805,3.055,3.549,0.735,6.504,0.281,10.606,3.801,7.977,5.599,4.725,6.063
n01440764_11486.JPEG,3.698,2.953,2.728,0.077,8.456,0.777,10.624,8.388,7.78,4.275,3.704,2.636
n01440764_11507.JPEG,6.704,4.857,2.427,0.147,8.778,0.459,10.412,7.711,8.303,4.682,5.786,2.208
n01440764_11534.JPEG,7.53,6.397,5.087,0.806,4.791,0.217,10.824,5.445,7.811,8.283,5.006,6.334
n01440764_11537.JPEG,2.663,1.878,1.115,0.735,4.764,2.796,10.002,7.133,6.815,4.281,3.35,2.825
n01440764_1154.JPEG,5.061,5.597,5.51,1.356,10.393,0.428,10.455,7.157,9.032,4.959,4.317,5.022
n01440764_11547.JPEG,0.769,0.963,0.372,0.181,1.248,0.279,1.212,0.937,0.907,0.986,0.613,0.469
n01440764_1155.JPEG,0.938,0.14,2.743,0.984,10.628,1.164,10.603,11.033,6.975,1.133,0.887,1.207
n01440764_11566.JPEG,2.716,1.431,2.357,0.241,9.314,1.322,10.677,6.793,8.937,3.634,4.138,3.43
n01440764_11570.JPEG,7.045,3.381,4.309,2.406,6.641,0.475,10.758,5.99,7.694,3.954,3.894,4.739
n01440764_11586.JPEG,0.316,0.107,0.343,0.525,11.121,0.684,10.103,6.954,7.895,0.359,0.316,0.244
n01440764_11588.JPEG,6.971,7.674,7.164,2.366,10.702,1.124,11.165,7.814,8.806,7.332,4.348,8.756
n01440764_11590.JPEG,4.625,4.277,7.081,2.252,8.788,2.201,11.28,3.803,9.604,6.314,6.194,6.777
n01440764_11593.JPEG,6.884,5.473,3.442,0.459,6.006,0.748,7.553,4.671,7.915,5.359,1.908,4.645
n01440764_11602.JPEG,4.638,1.072,2.317,1.663,10.527,0.611,10.624,8.15,5.478,5.105,4.598,6.123
n01440764_11607.JPEG,8.092,8.507,9.761,2.448,7.465,1.095,10.884,8.41,9.122,7.222,7.816,6.598
n01440764_11609.JPEG,1.343,0.341,1.078,0.502,6.419,0.476,10.74,7.787,8.511,0.729,0.735,1.84
n01440764_11612.JPEG,5.494,0.362,0.16,0.043,3.908,1.3,3.895,4.917,7.86,2.958,0.755,1.358
n01440764_11626.JPEG,5.955,2.729,5.724,1.535,7.179,0.139,10.224,1.665,8.268,5.017,4.298,2.628
n01440764_11636.JPEG,4.609,2.611,4.371,2.035,10.682,1.376,10.583,5.592,7.651,5.169,1.899,4.803
n01440764_11650.JPEG,3.733,1.48,4.28,0.203,8.542,0.472,7.36,6.772,6.793,5.253,3.684,4.637
n01440764_11652.JPEG,6.362,7.536,4.119,0.211,6.031,1.402,7.363,3.583,8.167,5.569,5.299,5.836
n01440764_11656.JPEG,5.002,0.797,5.884,0.314,10.01,0.448,10.61,5.881,6.479,5.585,2.449,6.284
n01440764_11665.JPEG,7.146,4.41,6.81,0.14,8.154,0.283,11.105,4.945,9.013,5.966,6.02,7.507
n01440764_11667.JPEG,2.536,3.388,4.271,1.518,8.357,0.439,9.471,8.545,9.021,4.772,2.769,3.505
n01440764_11668.JPEG,3.33,2.177,1.158,0.115,2,3.128,6.992,2.323,2.227,3.397,0.729,2.873
n01440764_11673.JPEG,0.255,0.172,0.304,0.553,7.091,0.842,10.56,5.285,7.068,0.53,0.206,0.107
n01440764_11677.JPEG,1.905,0.256,0.975,0.403,4.435,0.511,10.095,1.357,6.938,2.505,2.32,2.425
n01440764_11679.JPEG,2.553,0.612,2.533,0.479,9.768,1.012,10.558,4.459,6.328,1.447,0.934,4.849
n01440764_11723.JPEG,5.539,4.469,1.093,0.379,1.015,0.821,5.888,4.807,3.184,5.026,3.783,2.098
n01440764_11726.JPEG,5.137,2.073,1.703,0.599,1.175,1.357,1.707,3.22,4.156,7.483,2.017,2.429
n01440764_11734.JPEG,1.976,4.844,0.897,0.556,4.44,1.292,3.579,3.489,6.043,4.09,1.239,1.404
n01440764_11736.JPEG,5.06,11.615,5.167,0.268,11.055,0.303,10.481,6.223,9.368,9.386,9.43,7.875
n01440764_11745.JPEG,7.523,6.938,4.713,0.21,9.561,0.325,10.686,4.565,6.994,3.02,4.161,5.485
n01440764_11750.JPEG,3.551,1.726,1.183,0.557,7.031,2.31,10.658,5.92,8.186,4.269,3.259,2.279
n01440764_11762.JPEG,3.446,0.819,2.231,1.222,9.47,0.706,9.709,7.961,7.242,3.124,2.833,3.329
n01440764_11787.JPEG,4.898,2.926,4.927,1.811,7.875,2.358,9.986,7.289,8.058,4.223,3.536,5.319
n01440764_11797.JPEG,7.383,5.512,2.994,0.989,9.659,0.421,10.964,6.381,8.415,4.878,5.109,5.613
n01440764_11807.JPEG,5.014,3.41,6.63,4.484,10.282,2.975,11.252,5.004,8.456,5.3,5.595,7.367
n01440764_11816.JPEG,5.124,2.589,2.659,0.77,9.216,1.023,11.178,4.574,5.148,3.201,2.516,3.623
n01440764_11825.JPEG,6.134,5.102,4.507,0.548,9.461,0.644,11.029,6.241,7.523,5.277,5.277,4.467
n01440764_11830.JPEG,6.441,6.513,4.564,0.287,9.157,0.663,8.053,8.146,6.522,5.115,6.742,5.593
n01440764_11838.JPEG,7.899,5.499,5.505,0.518,4.391,1.172,9.351,3.913,6.752,6.802,6.72,7.028
n01440764_11841.JPEG,4.951,1.124,2.314,2.848,8.909,0.933,10.675,5.702,5.901,3.919,3.635,4.083
n01440764_1185.JPEG,3.972,2.153,1.471,0.55,5.172,0.615,4.614,7.245,7.75,2.67,1.638,2.471
n01440764_11881.JPEG,10.577,3.609,8.649,0.621,6.139,1.014,11.019,4.572,8.312,6.794,6.543,8.797
n01440764_11887.JPEG,3.153,1.518,3.186,0.241,8.795,0.886,10.673,5.82,8.287,5.674,1.687,4.725
n01440764_11897.JPEG,4.168,0.993,3.696,0.353,10.878,0.931,10.894,9.398,6.911,3.924,2.655,4.259
n01440764_11905.JPEG,5.702,6.213,6.692,1.579,8.519,1.503,10.778,4.777,8.279,5.605,5.33,6.977
n01440764_11914.JPEG,4.052,3.749,6.256,0.979,9.57,0.056,10.639,6.54,6.446,5.004,6.25,6.674
n01440764_11930.JPEG,8.314,6.74,3.887,0.291,8.867,0.8,10.745,4.14,6.27,6.05,5.155,5.05
n01440764_11972.JPEG,8.088,9.496,7.723,0.612,8.904,0.657,10.336,2.722,5.822,7.767,6.74,9.633
n01440764_11974.JPEG,9.405,8.924,6.576,0.272,7.279,0.988,11.356,5.021,5.874,9.002,8.63,8.315
n01440764_11987.JPEG,9.512,8.12,7.387,4.431,9.414,2.01,11.14,4.282,8.586,6.955,6.533,8.178
n01440764_12021.JPEG,4.009,0.632,2.301,0.736,11.248,0.875,11.049,5.915,5.311,4.705,4.239,4.763
n01440764_12023.JPEG,8.251,8.364,7.14,0.663,11.204,2.938,10.077,5.71,6.514,6.457,7.365,7.818
n01440764_12037.JPEG,1.04,0.215,0.657,1.876,3.691,0.74,10.516,1.869,7.598,3.167,2.612,3.176
n01440764_12040.JPEG,6.206,8.09,4.375,0.408,6.607,0.651,7.556,8.735,7.509,6.419,3.542,4.983
n01440764_12063.JPEG,1.125,0.611,0.698,0.531,7.703,0.644,8.097,6.98,8.013,1.347,0.753,0.616
n01440764_12069.JPEG,6.569,5.52,4.168,4.02,9.329,3.216,10.788,7.105,7.076,6.03,2.226,6.698
n01440764_12077.JPEG,7.073,6.229,4.963,0.68,8.331,0.412,10.922,7.026,8.241,5.698,4.891,5.369
n01440764_12090.JPEG,1.033,0.134,0.416,0.646,7.851,0.695,10.995,7.06,5.637,2.762,2.402,0.532
n01440764_12100.JPEG,7.681,5.644,6.347,2.036,9.905,0.935,11.345,4.699,8.052,3.776,4.513,5.464
n01440764_12111.JPEG,8.241,6.891,5.737,1.321,10.048,0.337,10.4,6.254,7.989,7.237,5.987,7.169
n01440764_12129.JPEG,1.214,1.236,1.538,4.838,3.383,0.639,4.972,3.618,2.389,4.024,2.205,1.434
n01440764_12131.JPEG,9.241,8.656,5.661,1.839,0.475,1.977,9.127,5.395,8.839,6.555,3.413,5.653
n01440764_12151.JPEG,4.134,2.536,3.043,0.236,10.327,0.291,6.76,7.861,5.225,4.271,3.79,3.156
n01440764_12157.JPEG,5.352,4.114,4.167,1.501,8.906,0.88,11.299,11.274,9.024,4.939,4.11,4.562
n01440764_12178.JPEG,9.565,9.067,7.395,2.139,8.962,0.616,11.187,3.542,3.475,8.17,8.136,8.458
n01440764_12182.JPEG,3.722,0.457,3.37,3.904,9.761,0.4,10.337,5.695,7.647,3.731,3.347,3.766
n01440764_12188.JPEG,0.863,0.182,0.346,2.06,9.872,0.252,11.011,6.34,7.458,1.756,1.428,1.254
n01440764_12204.JPEG,10.35,9.355,6.652,0.512,7.191,0.699,10.146,6.379,5.555,7.425,7.154,6.918
n01440764_12208.JPEG,2.644,0.952,5.809,0.744,7.539,0.957,10.691,5.515,5.892,4.675,4.073,5.154
n01440764_12211.JPEG,5.063,5.172,0.537,0.632,4.564,0.521,4.491,4.731,5.326,4.382,5.037,5.663
n01440764_12239.JPEG,7.961,6.945,5.222,0.206,5.86,1.742,6.81,4.161,6.43,6.101,5.993,7.096
n01440764_12241.JPEG,2.78,0.361,1.322,3.261,11.224,0.557,10.886,6.607,4.502,3.825,3.268,3.557
n01440764_12250.JPEG,1.232,0.507,1.623,0.107,8.231,0.508,10.877,9.14,7.902,1.98,2.05,2.728
n01440764_12255.JPEG,4.767,8.293,4.405,3.577,10.184,0.547,10.808,6.872,7.421,8.005,3.762,8.411
n01440764_12276.JPEG,4.67,3.094,3.547,1.035,9.392,0.392,10.318,4.703,6.38,7.885,6.638,7.528
n01440764_12279.JPEG,6.103,6.064,5.276,0.272,9.617,1.461,5.511,5.942,7.031,6.015,5.563,6.314
n01440764_12283.JPEG,5.96,5.454,4.998,1.112,9.215,0.686,10.683,7.869,8.831,3.877,4.19,4.176
n01440764_12289.JPEG,3.212,1.638,2.919,0.514,5.463,3.647,9.664,3.654,5.876,3.525,3.461,3.254
n01440764_12291.JPEG,5.985,4.209,5.43,0.722,7.901,0.832,11.026,2.145,8.108,6.146,5.579,6.94
n01440764_12293.JPEG,0.769,0.108,0.639,0.151,2.518,0.391,5.866,1.335,3.079,1.036,1.027,1.211
n01440764_12308.JPEG,6.128,5.574,4.869,3.403,5.663,0.394,10.708,6.817,6.699,6.449,4.449,3.627
n01440764_12314.JPEG,9.545,8.147,4.836,0.151,6.827,0.517,11.106,0.754,9.875,7.95,8.544,5.879
n01440764_1232.JPEG,5.882,9.36,11.272,2.116,7.887,0.579,10.026,6.275,8.108,6.127,7.057,9.193
n01440764_12329.JPEG,5.66,6.354,3.589,0.677,7.779,0.61,10.762,1.171,7.485,2.38,4.435,5.417
n01440764_12339.JPEG,6.969,5.951,5.395,0.507,4.436,0.437,10.623,5.988,5.742,3.534,4.374,4.942
n01440764_12362.JPEG,5.966,5.504,6.648,0.215,11.047,0.236,10.626,6.579,8.827,5.994,6.182,9.001
n01440764_12384.JPEG,3.446,4.01,4.373,0.51,0.925,2.029,10.229,7.841,7.666,3.883,4.18,5.977
n01440764_12388.JPEG,4.071,2.145,5.128,0.861,9.539,0.437,11.049,4.917,8.328,4.556,2.962,4.874
n01440764_12405.JPEG,4.555,1.709,1.648,0.219,9.486,0.567,10.909,2.682,5.36,2.465,3.211,3.169
n01440764_12423.JPEG,8.383,7.465,4.616,2.04,11.146,0.692,11.219,7.897,6.401,5.601,7.026,6.468
n01440764_12433.JPEG,2.693,0.918,1.541,3.457,4.227,1.252,10.69,7.353,9.627,3.586,1.814,2.504
n01440764_12435.JPEG,5.949,4.216,3.833,0.625,10.274,0.275,11.253,6.835,9.918,5.581,5.188,3.715
n01440764_1244.JPEG,0.855,0.516,0.953,0.904,9.457,0.145,10.727,9.609,9.028,2.224,1.645,1.553
n01440764_12446.JPEG,4.342,3.777,3.888,1.361,2.955,1.042,7.325,4.52,5.902,4.481,3.669,2.787
n01440764_1245.JPEG,3.655,2.416,3.896,0.77,7.535,0.875,10.607,3.52,5.483,5.62,4.995,3.265
n01440764_12468.JPEG,3.753,1.241,2.675,0.14,10.465,0.327,10.484,3.115,8.481,4.209,3.235,4.183
n01440764_12494.JPEG,1.5,0.292,0.729,0.24,10.521,0.278,10.438,9.82,6.724,2.392,2.111,1.614
n01440764_12498.JPEG,5.462,5.736,4.591,0.33,9.331,0.24,7.236,4.545,8.251,2.83,1.18,4.853
n01440764_12502.JPEG,2.516,0.97,1.695,3.474,11.054,0.582,10.953,7.763,8.974,2.858,2.692,1.969
n01440764_12523.JPEG,4.661,2.464,1.635,0.353,2.464,0.631,9.003,3.021,6.965,5.015,4.809,4.203
n01440764_12534.JPEG,9.829,8.467,6.706,0.131,9.917,0.174,10.864,6.201,8.295,5.368,5.341,9.405
