filename,swin_b,swin_s,swin_t,ViTB16,ViTB32,ViTH14,ViTL16,ViTL32,MaxVit,swin_v2_b,swin_v2_s,swin_v2_t
n01440764_519.JPEG,9.068,7.111,5.752,0.282,9.786,3.721,11.269,5.863,7.575,8.509,7.546,7.86
n01440764_5203.JPEG,6.766,5.148,3.467,0.271,7.062,0.612,8.253,3.661,8.82,6.296,5.489,4.92
n01440764_5209.JPEG,5.534,4.651,2.657,1.002,11.251,0.136,10.707,6.504,7.918,5.548,4.443,3.76
n01440764_5213.JPEG,9.302,7.614,5.911,0.243,4.564,0.697,10.944,1.414,7.326,7.161,6.271,6.725
n01440764_522.JPEG,7.625,6.582,1.911,3.056,4.442,0.729,11.039,3.606,7.009,4.835,5.681,3.358
n01440764_5225.JPEG,7.639,7.537,5.069,0.045,7.248,1.73,11.279,7.522,9.388,8.345,6.854,6.827
n01440764_5232.JPEG,4.714,0.906,2.943,0.478,6.936,0.644,10.887,5.179,7.282,4.334,4.935,6.208
n01440764_5239.JPEG,5.958,5.304,3.219,0.512,9.896,1.806,10.805,6.146,8.48,5.931,3.517,3.625
n01440764_5256.JPEG,5.573,3.629,2.534,2.579,10.329,0.29,11.105,8.643,9.222,3.755,2.666,3.867
n01440764_5286.JPEG,5.945,0.571,2.967,0.59,10.367,0.212,10.51,3.302,7.213,3.399,3.427,3.254
n01440764_529.JPEG,5.166,4.61,4.634,0.258,8.127,0.621,5.627,5.596,7.466,4.382,3.657,4.43
n01440764_5295.JPEG,6.141,5.072,5.185,1.31,9.391,0.526,11.321,7.319,1.593,3.816,4.604,4.555
n01440764_5314.JPEG,5.9,5.225,4.229,1.278,9.921,0.811,10.493,9.33,8.223,5.494,5.063,3.701
n01440764_5339.JPEG,9.369,7.683,6.962,2.129,10.495,0.487,11.258,9.765,3.752,7.498,8.304,6.278
n01440764_5345.JPEG,9.345,8.855,7.342,1.114,8.608,0.376,11.291,5.974,6.061,3.905,7.422,5.632
n01440764_5361.JPEG,2.825,0.237,5.483,1.634,11.312,0.316,10.579,6.1,5.993,0.456,0.589,4.507
n01440764_5364.JPEG,3.192,2.599,2.545,0.225,6.713,0.797,8.662,2.903,4.06,2.277,1.228,3.697
n01440764_5366.JPEG,1.122,0.124,0.674,5.576,6.899,1.2,11.302,6.516,6.466,2.332,2.462,1.053
n01440764_5376.JPEG,4.017,2.651,1.559,0.577,3.309,1.305,10.646,5.63,8.316,3.712,3.584,2.947
n01440764_5410.JPEG,0.7,0.629,1.331,1.518,4.922,0.351,5.29,3.557,3.559,1.042,0.99,1.355
n01440764_5428.JPEG,4.306,2.745,2.043,2.233,8.647,1.954,11.003,8.815,2.073,2.254,0.984,0.816
n01440764_5432.JPEG,0.518,0.153,0.419,0.442,4.19,4.089,6.834,2.389,5.641,0.89,0.538,0.248
n01440764_5456.JPEG,7.976,7.648,5.829,0.469,10.128,0.879,11.259,11.291,8.506,6.362,7.786,5.959
n01440764_547.JPEG,6.37,5.112,1.972,1.423,1.318,0.397,11.309,5.344,7.684,4.602,5.823,4.763
n01440764_5477.JPEG,3.586,3.203,1.023,1.99,4.974,0.295,9.77,6.055,6.693,3.876,3.151,2.978
n01440764_5481.JPEG,6.688,6.354,3.595,0.636,0.953,0.218,8.976,4.54,8.629,7.329,5.969,5.987
n01440764_5490.JPEG,1.173,0.116,0.854,0.299,5.8,1.166,7.002,1.139,7.302,1.726,0.583,1.653
n01440764_5501.JPEG,4.633,4.844,4.739,0.829,10.757,0.506,11.117,5.909,8.304,3.522,1.86,2.652
n01440764_5514.JPEG,3.837,3.469,2.759,0.162,9.105,0.582,5.131,11.093,7.448,4.458,3.18,2.986
n01440764_5535.JPEG,3.232,1.086,0.895,1.112,1.115,0.567,10.859,2.487,8.267,5.14,3.013,3.732
n01440764_5549.JPEG,5.3,3.836,0.747,0.4,5.519,2.433,8.868,7.156,6.118,4.625,3.436,1.071
n01440764_5579.JPEG,9.215,9.058,6.031,1.309,6.534,1.038,10.146,5.3,8.856,8.201,7.416,6.748
n01440764_5623.JPEG,6.736,5.075,4.461,2.294,4.134,2.22,10.847,4.559,5.749,3.875,2.884,3.853
n01440764_5628.JPEG,5.397,2.531,0.995,2.913,7.593,7.624,7.705,2.431,2.515,6.827,3.798,2.884
n01440764_5633.JPEG,7.236,7.26,5.508,0.37,9.088,0.463,11.219,5.176,8.285,4.378,3.41,4.519
n01440764_5634.JPEG,8.159,7.91,7.054,0.276,2.932,0.348,9.652,4.967,7.246,7.558,6.746,8.68
n01440764_5636.JPEG,8.426,7.452,4.592,1.345,7.739,0.309,11.374,3.801,9.349,7.569,7.641,5.742
n01440764_5638.JPEG,1.27,0.37,2.977,3.422,5.871,0.621,10.734,6.024,6.893,2.359,1.03,1.336
n01440764_5642.JPEG,5.898,4.971,1.859,0.743,9.248,1.222,9.11,6.912,4.736,4.73,4.498,2.153
n01440764_5647.JPEG,8.366,7.777,3.86,1.166,7.211,0.843,10.071,8.305,5.808,3.936,4.797,5.398
n01440764_5658.JPEG,5.149,2.405,4.584,0.279,10.088,0.292,10.844,7.647,5.996,2.889,4.462,5.431
n01440764_5668.JPEG,8.304,8.725,9.585,4.774,0.735,2.039,10.424,1.826,9.024,4.763,7.63,6.685
n01440764_5680.JPEG,3.756,1.239,0.337,0.533,6.957,2.486,10.299,5.529,8.11,2.249,0.75,0.952
n01440764_5687.JPEG,1.371,0.316,0.35,0.448,10.453,0.435,10.825,5.533,9.312,2.707,1.488,0.146
n01440764_5690.JPEG,0.65,0.965,1.241,1.005,0.554,0.496,3.003,2.044,1.493,1.797,0.926,1.391
n01440764_5696.JPEG,2.758,1.986,1.786,1.204,7.924,0.411,10.694,4.601,5.894,5.016,3.939,2.18
n01440764_5698.JPEG,5.788,10.788,5.75,0.531,9.328,0.537,10.78,6.62,8.882,9.456,9.31,9.581
n01440764_5709.JPEG,3.413,1.867,3.124,0.243,6.409,0.715,5.722,4.91,7.537,4.034,3.089,1.969
n01440764_5731.JPEG,0.092,0.113,0.232,0.56,2.325,0.571,2.132,2.226,2.599,0.123,0.222,0.143
n01440764_574.JPEG,5.831,5.319,3.372,0.195,11.188,0.44,10.984,7.017,8.476,4.265,3.96,4.471
n01440764_575.JPEG,7.752,7.808,5.87,0.231,10.31,0.231,11.185,3.98,4.869,6.467,4.249,5.868
n01440764_5763.JPEG,9.207,8.72,8.58,0.787,8.552,0.285,10.903,9.074,8.691,7.933,7.077,7.989
n01440764_5776.JPEG,2.536,1.085,1.329,1.279,6.923,2.243,10.317,7.503,3.439,4.389,3.454,3.794
n01440764_5781.JPEG,9.516,9.107,7.413,0.219,11.151,0.224,10.802,7.055,7.97,7.809,7.21,7.425
n01440764_5785.JPEG,11.509,14.367,11.512,3.865,11.104,3.501,9.27,8.902,7.573,8.698,9.759,14.758
n01440764_5802.JPEG,0.109,0.154,0.229,2.535,4.712,0.313,11.189,3.908,8.143,0.22,0.094,0.16
n01440764_5848.JPEG,6.265,5.244,5.341,0.265,9.439,0.509,10.896,4.591,8.386,6.969,7.228,5.77
n01440764_5861.JPEG,7.004,5.118,5.012,0.481,8.376,0.346,7.644,4.136,8.213,5.129,4.933,5.07
n01440764_5869.JPEG,4.99,4.153,3.443,0.589,3.557,0.524,10.933,3.496,6.735,4.518,2.672,3.507
n01440764_5879.JPEG,0.447,0.261,0.539,0.804,0.98,1.25,8.375,0.646,8.513,0.466,0.293,0.128
n01440764_5902.JPEG,0.408,0.746,0.195,0.752,4.233,0.401,10.87,2.888,4.779,0.693,0.137,0.26
n01440764_5908.JPEG,7.74,7.049,6.171,2.115,5.632,0.269,10.837,4.452,1.351,5.275,4.158,6.563
n01440764_5911.JPEG,0.664,0.423,0.47,0.323,2.055,1.481,4.268,6.175,1.588,0.516,0.367,0.505
n01440764_5927.JPEG,4.119,1.744,1.423,0.181,5.713,3.072,2.848,5.417,1.639,2.099,2.08,1.161
n01440764_5941.JPEG,4.866,2.429,3.414,0.301,5.153,0.763,4.757,5.246,5.831,4.646,2.837,4.059
n01440764_5946.JPEG,4.834,3.827,3.889,0.565,9.015,3.502,6.387,9.515,5.969,4.218,3.46,2.158
n01440764_5966.JPEG,0.034,0.157,0.156,0.341,0.557,0.481,0.954,0.861,1.038,0.319,0.172,0.09
n01440764_5969.JPEG,6.438,4.085,6.827,2.584,6.752,0.864,10.045,6.766,5.139,6.152,5.748,7.109
n01440764_5990.JPEG,9.824,9.6,8.755,0.424,7.359,1.817,10.001,5.75,8.088,7.729,6.738,8.371
n01440764_5993.JPEG,1.49,0.663,2.889,0.199,2.982,0.444,10.35,0.626,8.653,2.637,1.039,1.921
n01440764_600.JPEG,2.155,1.911,3.802,0.974,7.067,0.884,7.81,5.97,2.247,4.126,1.788,3.692
n01440764_6021.JPEG,3.932,2.007,2.827,0.74,8.763,0.274,10.622,5.075,6.121,5.431,4.313,4.02
n01440764_6044.JPEG,3.893,1.694,0.639,0.758,9.758,0.438,10.191,5.39,6.041,2.549,3.193,3.003
n01440764_6049.JPEG,4.997,2.982,3.207,0.362,1.134,1.606,10.143,0.858,8.159,3.564,4.657,4.579
n01440764_6052.JPEG,5.644,5.489,6.849,0.636,5.635,3.001,8.905,5.142,8.541,5.254,4.756,7.413
n01440764_6075.JPEG,2.134,0.631,2.164,2.272,5.992,3.009,5.613,6.004,7.434,2.493,2.191,3.059
n01440764_6118.JPEG,1.989,0.955,0.878,0.26,0.55,1.796,3.988,3.87,6.976,2.637,1.568,1.294
n01440764_6130.JPEG,11.507,14.785,9.647,1.414,9.016,0.448,9.942,7.274,9.36,9.471,8.05,12.469
n01440764_6146.JPEG,5.386,4.987,4.825,0.401,8.356,0.364,10.473,4.223,9.39,5.876,5.405,4.3
n01440764_6157.JPEG,3.025,0.85,1.27,0.926,9.823,1.229,7.012,1.358,5.334,1.771,0.999,1.17
n01440764_6159.JPEG,3.482,0.359,1.831,0.092,10.829,0.291,10.546,7.037,8.227,2.432,2.164,3.033
n01440764_6163.JPEG,3.49,1.851,1.012,0.227,3.782,0.63,4.491,0.965,5.909,5.157,4.601,3.293
n01440764_6169.JPEG,2.52,1.421,1.126,0.139,1.218,0.463,6.18,1.224,3.64,3.556,1.524,2.299
n01440764_6174.JPEG,1.204,0.297,2.079,0.988,8.356,0.58,10.298,6.865,7.087,1.8,1.149,1.055
n01440764_6190.JPEG,7.037,6.881,4.548,3.515,7.935,1.032,11.11,8.538,8.326,5.279,6.276,5.311
n01440764_6206.JPEG,8.087,6.964,8.357,0.966,9.569,0.761,10.727,11.147,8.624,1.523,3.652,7.495
n01440764_622.JPEG,6.749,5.025,3.227,0.476,6.293,0.225,10.719,5.539,7.798,6.511,2.243,4.293
n01440764_6246.JPEG,1.241,1.479,1.45,0.842,6.653,0.392,7.193,3.214,4.985,2.878,2.808,2.879
n01440764_6248.JPEG,4.123,3.942,2.582,0.442,1.989,0.678,7.142,1.412,9.489,5.241,1.724,2.769
n01440764_6249.JPEG,6.842,6.602,5.657,0.128,6.601,1.599,7.91,5.485,7.323,5.821,4.257,5.708
n01440764_6268.JPEG,4.366,2.413,2.952,2.453,9.657,0.335,10.951,4.988,7.633,4.644,3.188,3.396
n01440764_6275.JPEG,1.038,0.218,0.661,0.443,10.457,0.591,11.313,3.332,8.717,0.879,0.92,1.358
n01440764_6279.JPEG,1.405,0.361,0.867,2.745,5.625,0.647,10.222,6.105,5.739,2.951,1.801,0.945
n01440764_6288.JPEG,3.111,1.973,3.32,1.365,8.544,0.98,10.855,6.213,8.232,3.788,4.814,5.424
n01440764_63.JPEG,4.607,4.891,6.751,0.328,7.433,1.275,9.844,7.446,7.206,5.859,5.204,8.446
n01440764_6301.JPEG,8.402,8.788,4.737,0.274,8.563,0.51,11.102,7.752,9.088,7.657,7.404,5.858
n01440764_6341.JPEG,5.442,6.547,6.557,4.712,8.696,1.315,10.786,6.699,8.382,7.213,7.682,8.711
n01440764_6348.JPEG,5.437,4.22,5.506,4.615,8.672,0.813,11.275,9.916,9.445,7.027,5.836,5.575
n01440764_6361.JPEG,0.276,0.159,0.347,0.772,5.668,1.961,10.334,3.939,4.849,1.736,1.295,1.085
n01440764_6375.JPEG,6.352,7.145,4.465,1.221,1.876,0.31,11.054,7.384,6.848,3.78,3.528,4.843
n01440764_6380.JPEG,3.452,1.092,3.676,0.586,2.079,0.4,6.893,1.904,4.668,3.729,4.062,1.802
n01440764_6386.JPEG,3.85,1.695,3.029,0.371,6.103,1.467,6.103,5.388,6.718,2.352,2.325,3.029
n01440764_6388.JPEG,0.111,0.138,0.353,1.117,5.732,0.409,11.082,4.706,7.343,0.083,0.087,0.132
n01440764_6391.JPEG,8.23,5.621,4.902,0.751,7.077,0.86,11.108,6.348,5.546,4.858,5.033,5.179
n01440764_6395.JPEG,5,2.921,3.823,0.704,8.509,0.534,9.617,5.885,3.345,5.814,4.04,3.98
n01440764_6399.JPEG,8.727,8.292,6.806,0.861,11.218,0.416,11.072,7.662,4.966,8.236,6.209,7.624
n01440764_6410.JPEG,4.447,4,3.03,0.285,8.479,1.822,5.355,7.351,6.552,3.426,2.017,2.715
n01440764_6421.JPEG,6.641,6.569,4.492,0.757,10.151,0.477,6.991,8.051,8.522,6.101,3.641,4.982
n01440764_6425.JPEG,10.182,8.545,5.801,1.229,10.211,0.707,10.944,6.301,9.093,6.431,7.006,7.25
n01440764_6432.JPEG,0.379,0.161,0.202,0.926,8.703,0.375,11.118,6.986,6.716,0.423,0.705,1.322
n01440764_6443.JPEG,2.228,0.298,3.245,0.791,6.75,0.548,10.616,6.791,9.002,3.094,2.942,3.844
n01440764_6468.JPEG,0.286,0.138,0.234,0.322,7.844,0.735,9.01,5.028,4.779,0.206,0.14,0.125
n01440764_6471.JPEG,5.101,3.291,3.448,0.631,1.729,0.705,5.888,3.708,5.419,4.315,3.077,3.919
n01440764_6484.JPEG,4.501,1.238,5.147,4.189,8.659,2.735,9.688,5.421,9.412,0.155,0.319,0.928
n01440764_6485.JPEG,1.202,0.592,2.045,0.387,10.943,0.364,11.054,6.385,6.696,2.654,1.53,1.676
n01440764_6494.JPEG,4.57,4.835,2.845,0.274,2.841,1.16,7.739,4.253,6.983,4.993,5.016,3.945
n01440764_6497.JPEG,6.563,6.303,2.056,0.44,11.373,1.78,10.437,6.779,5.992,6.043,2.802,3.482
n01440764_650.JPEG,6.425,5.173,5.498,0.655,8.62,0.682,10.132,6.05,6.468,3.832,2.841,4.38
n01440764_6500.JPEG,7.042,6.728,5.319,3.142,10.077,0.817,10.649,8.25,8.275,5.355,5.281,6.28
n01440764_6501.JPEG,6.009,5.187,6.101,0.702,10.092,2.82,10.382,6.59,5.244,4.557,4.77,4.791
n01440764_6508.JPEG,6.755,5.881,6.867,0.267,5.227,0.452,6.032,5.223,7.127,7.172,6.691,7.849
n01440764_6524.JPEG,6.714,6.769,5.435,0.28,8.998,0.383,11.058,7.244,7.563,4.206,4.183,6.228
n01440764_6543.JPEG,4.714,1.438,4.435,1.305,8.437,0.462,9.933,7.062,8.782,5.315,5.133,5.254
n01440764_6548.JPEG,8.865,8.253,5.942,0.395,10.629,0.488,10.596,6.423,7.935,6.323,6.528,6.45
n01440764_6550.JPEG,4.416,5.493,6.011,0.72,9.679,0.767,10.265,7.557,8.4,4.119,5.693,6.774
n01440764_6568.JPEG,4.188,3.773,2.744,0.188,8.087,0.699,10.146,6.468,4.654,1.437,3.049,2.192
n01440764_6570.JPEG,4.313,2.571,4.669,0.559,9.226,0.485,11.327,8.107,6.617,5.379,3.703,4.387
n01440764_6572.JPEG,5.958,5.256,5.405,0.912,7.403,1.529,6.599,3.822,7.425,4.458,5.196,6.275
n01440764_658.JPEG,5.373,2.017,5.33,1.063,9.462,1.355,8.698,9.043,8.657,3.897,3.492,6.66
n01440764_6628.JPEG,4.311,4.216,4.611,0.156,9.584,0.652,10.23,5.139,7.811,5.343,4.924,5.284
n01440764_6641.JPEG,9.039,8.084,8.98,3.574,8.497,2.481,9.459,6.382,6.989,4.863,5.953,7.913
n01440764_6642.JPEG,6.032,5.485,3.994,1.563,7.135,0.871,10.535,6.298,8.438,4.881,3.226,4.804
n01440764_6643.JPEG,6.511,4.725,7.755,3.905,8.273,1.166,10.046,6.915,9.648,5.013,6.489,7.147
n01440764_6647.JPEG,6.042,7.69,7.662,0.239,10.377,1.227,10.602,7.503,7.77,5.308,5.26,5.663
n01440764_6659.JPEG,6.755,7.158,5.093,0.722,5.578,0.57,6.499,2.783,6.735,6.587,5.666,5.383
n01440764_6672.JPEG,10.616,9.204,9.56,1.227,10.43,0.79,10.628,5.736,8.572,9.038,7.309,8.847
n01440764_6697.JPEG,3.352,5.509,3.399,3.637,9.355,2.735,10.674,7.066,5.158,2.916,1.368,6.938
n01440764_6706.JPEG,1.18,0.213,2.227,1.167,8.279,0.884,10.447,4.811,1.57,3.106,2.395,3.366
n01440764_6707.JPEG,3.902,0.521,2.474,0.183,10.791,0.277,10.55,5.539,8.681,4.072,4.065,4.529
n01440764_6714.JPEG,2.239,4.325,1.159,1.656,7.961,0.74,10.226,6.926,7.45,10.238,6.095,7.484
n01440764_6719.JPEG,5.904,5.58,5.629,3.504,10.393,3.737,10.693,2.763,9.132,8.491,6.48,1.87
n01440764_6751.JPEG,8.542,7.874,5.157,0.71,2.802,0.997,9.214,5.342,5.941,7.67,5.165,6.094
n01440764_6758.JPEG,6.529,5.881,5.504,0.193,2.537,0.971,10.456,6.11,8.378,6.187,5.782,4.326
n01440764_6760.JPEG,4.631,4.278,2.894,0.752,8.846,2.209,6.822,6.968,7.001,4.707,2.278,2.881
n01440764_677.JPEG,2.135,0.913,0.385,1.822,8.523,0.372,10.384,5.318,7.679,2.039,0.997,1.652
n01440764_6786.JPEG,3.399,1.085,2.852,0.97,11.234,0.303,9.426,6.277,7.402,4.068,3.575,3.728
n01440764_6812.JPEG,4.785,4.465,2.955,0.792,6.539,0.466,10.728,5.63,9.572,4.111,3.739,3.137
n01440764_6816.JPEG,0.224,0.14,0.247,0.124,10.977,0.634,10.969,5.798,9.028,0.097,0.102,0.305
n01440764_6831.JPEG,3.171,0.922,4.709,1.562,11.255,0.46,10.749,6.874,6.955,5.809,6.152,7.489
n01440764_6843.JPEG,7.87,7.591,4.662,0.413,10.451,0.708,11.272,6.335,8.655,7.966,8.179,7.69
n01440764_6852.JPEG,2.14,0.674,0.4,2.239,0.341,0.302,0.361,0.904,1.852,2.543,0.93,0.835
n01440764_6870.JPEG,6.408,4.169,3.665,0.489,9.214,0.756,10.232,5.112,6.417,1.643,2.408,3.791
n01440764_6878.JPEG,5.982,3.563,2.269,0.166,7.598,0.13,6.928,8.325,7.499,5.437,3.251,5.484
n01440764_6887.JPEG,3.096,0.593,0.529,0.216,0.719,1.219,4.999,4.448,5.44,3.859,2.638,1.232
n01440764_6903.JPEG,6.205,4.705,2.025,2.708,10.407,0.84,11.318,7.855,9.941,6.095,5.894,3.56
n01440764_6917.JPEG,6.137,1.053,5.111,0.723,9.608,0.728,6.87,5.122,7.684,6.159,6.902,7.09
n01440764_6924.JPEG,9.215,7.889,7.476,1.632,10.692,0.575,11.357,7.186,9.073,7.682,7.52,8.207
n01440764_6936.JPEG,2.806,2.559,3.86,1.122,4.462,0.33,10.922,5.312,9.326,5.527,4.708,4.044
n01440764_6945.JPEG,4.212,3.637,4.043,0.299,10.872,1.888,8.677,3.504,7.113,4.074,3.902,2.902
n01440764_6949.JPEG,2.329,0.637,1.073,0.289,1.995,0.424,7.333,3.944,7.884,2.281,2.106,1.211
n01440764_6954.JPEG,1.852,1.721,2.389,0.364,9.44,2.554,9.832,8.119,8.49,6.005,4.48,4.068
n01440764_6958.JPEG,6.209,8.944,5.898,0.793,5.178,0.901,9.254,4.408,5.806,7.958,6.192,6.622
n01440764_6962.JPEG,0.46,0.29,0.461,2.915,6.196,0.978,11.161,5.817,5.005,1.102,0.63,0.586
n01440764_6964.JPEG,6.106,5.644,4.673,0.319,8.18,0.134,9.987,7.765,8.569,6.76,5.783,5.102
n01440764_6974.JPEG,5.161,5.978,6.144,0.536,9.897,0.694,10.259,10.12,3.17,5.822,1.726,6.131
n01440764_6975.JPEG,4.211,3.221,4.406,0.562,10.054,0.497,6.019,5.521,7.924,5.3,3.231,5.63
n01440764_6990.JPEG,5.787,4.788,5.002,0.267,6.75,1.942,6.884,5.668,7.249,3.281,1.87,2.962
n01440764_7004.JPEG,4.832,3.876,2.055,0.222,5.774,1.374,6.249,5.288,6.146,2.559,2.379,3.274
n01440764_7016.JPEG,3.805,1.04,2.632,1.882,8.635,0.391,9.995,5.963,8.489,5.657,3.602,3.105
n01440764_7030.JPEG,4.501,3.149,4.035,1.589,6.629,0.339,8.269,5.94,8.311,4.874,4.182,4.994
n01440764_7040.JPEG,3.585,1.574,1.536,2.863,5.013,0.438,11.279,2.242,6.955,5.793,4.437,4.51
n01440764_7044.JPEG,7.835,7.859,5.429,0.134,10.322,0.386,10.862,5.159,8.806,5.598,7.926,7.358
n01440764_7055.JPEG,7.531,4.207,3.196,0.367,8.259,0.119,11.069,0.892,8.523,7.293,5.379,6.101
n01440764_7056.JPEG,6.18,13.842,13.956,6.404,11.24,4.223,11.229,5.785,9.488,10.182,9.692,10.815
n01440764_710.JPEG,5.238,3.309,4.166,0.445,7.283,0.654,9.406,6.851,7.091,3.518,2.455,3.229
n01440764_7131.JPEG,6.327,6.527,1.886,0.367,6.997,0.788,9.894,5.873,4.628,3.306,2.788,6.317
n01440764_7137.JPEG,2.289,1.523,1.005,0.31,7.437,0.611,10.145,4.268,8.081,4.08,1.215,0.778
n01440764_7142.JPEG,4.377,3.385,2.933,1.888,11.172,0.756,10.881,7.651,8.407,5.082,4.731,4.589
n01440764_7153.JPEG,4.334,2.94,3.944,1.887,10.491,0.205,11.027,5.674,8.99,5.925,4.455,4.814
n01440764_7154.JPEG,8.384,8.066,5.485,0.899,7.535,1.194,9.279,2.967,9.033,6.594,7.15,6.716
n01440764_7157.JPEG,3.17,2.157,2.508,0.504,8.346,0.619,10.933,6.443,6.883,6.417,5.159,6.731
n01440764_7158.JPEG,4.158,5.486,3.492,5.557,10.947,0.902,10.797,5.626,9.113,6.665,6.571,6.278
n01440764_7160.JPEG,5.469,1.221,2.063,0.437,0.296,0.919,6.385,5.208,8.197,4.564,3.034,2.656
n01440764_7173.JPEG,0.146,0.144,0.342,0.405,10.431,1.038,10.355,5.875,8.266,0.226,0.325,0.385
n01440764_7185.JPEG,2.859,1.567,2.419,0.225,0.623,1.109,9.98,3.55,6.58,3.073,0.7,1.349
n01440764_7210.JPEG,3.858,3.919,3.728,0.585,10.627,0.319,10.215,4.525,7.966,4.178,4.198,3.922
n01440764_7230.JPEG,7.533,6.914,4.067,0.29,9.109,0.866,8.348,4.98,8.215,6.736,4.706,4.654
n01440764_724.JPEG,2.361,0.945,0.819,1.893,3.349,0.321,6.125,1.082,3.302,2.612,1.113,2.082
n01440764_7253.JPEG,2.324,0.811,0.752,0.778,1.541,1.741,5.872,4.158,4.734,4.049,2.467,0.747
n01440764_7267.JPEG,2.549,3.018,1.102,0.84,1.953,3.312,1.323,4.947,6.058,4.201,3.437,2.167
n01440764_7269.JPEG,6.9,6.672,5.026,0.69,9.337,0.205,11.008,6.105,4.627,5.33,4.619,4.302
n01440764_7272.JPEG,6.35,6.044,3.037,0.329,2.606,0.517,7.696,4.206,7.287,1.737,3.264,4.03
n01440764_7274.JPEG,7.58,7.083,6.172,1.809,7.932,7.211,10.802,9.372,8.425,7.128,7.196,5.52
n01440764_7277.JPEG,6.963,3.211,5.202,0.496,7.773,0.285,10.476,5.291,8.456,6.015,6.353,5.069
n01440764_7285.JPEG,6.225,6.052,3.978,0.133,6.807,0.594,8.445,5.779,8.194,5.786,4.763,2.359
n01440764_73.JPEG,5.985,5.14,4.386,1.105,3.84,1.778,11.094,0.922,8.551,5.106,1.727,3.529
n01440764_7302.JPEG,8.472,7.382,5.45,1.469,9.274,0.282,11.354,10.355,9.646,7.847,5.478,7.088
n01440764_7304.JPEG,0.735,0.158,0.816,0.456,7.48,1.074,10.475,7.059,7.308,1.681,1.341,1.372
n01440764_7324.JPEG,7.978,6.359,4.938,0.191,7.82,0.507,10.63,4.853,4.904,6.222,4.717,5.748
n01440764_7326.JPEG,4.117,5.594,5.788,0.49,8.318,1.113,10.775,6.859,8.352,3.716,5.545,5.549
n01440764_7362.JPEG,8.266,6.074,3.375,1.054,5.585,2.218,6.813,0.644,8.745,6.493,7.379,5.479
n01440764_7379.JPEG,2.394,0.738,1.191,0.257,7.788,2.722,4.29,3.262,7.12,4.087,3.32,2.288
n01440764_7383.JPEG,9.272,8.574,8.591,0.541,7.512,4.38,9.644,7.62,8.506,8.343,7.555,7.838
n01440764_739.JPEG,5.606,3.524,3.264,0.174,4.826,1.4,10.673,5.328,8.257,5.133,3.365,4.494
n01440764_7397.JPEG,0.694,0.574,3.169,0.798,7.758,0.619,10.991,4.733,6.637,0.336,0.232,0.591
n01440764_7411.JPEG,2.177,1.867,2.386,0.298,10.568,0.578,10.805,9.478,8.393,2.628,3.233,4.083
n01440764_7424.JPEG,5.933,3.029,4.611,0.314,6.675,2.368,5.871,6.034,7.115,5.375,4.439,7.075
n01440764_7425.JPEG,3.489,2.176,3.969,0.729,10.169,0.675,10.49,5.383,9.383,4.422,3.342,4.429
n01440764_7426.JPEG,3.154,1.248,4.72,2.334,9.021,0.846,7.462,5.766,7.969,1.315,0.525,2.207
n01440764_7428.JPEG,3.247,2.45,1.272,0.372,2.69,4.3,7.589,4.777,3.7,2.877,1.692,4.745
n01440764_7457.JPEG,6.637,0.573,5.396,0.672,6.48,0.913,6.232,5.713,6.668,4.017,2.442,5.119
n01440764_7462.JPEG,2.887,2.218,0.995,0.623,6.058,1.827,4.574,6.355,8.055,4.014,2.773,2.997
n01440764_747.JPEG,6.315,6.225,3.521,0.504,6.955,1.876,11.209,5.879,5.976,8.065,6.853,4.446
n01440764_7473.JPEG,0.148,0.164,0.659,0.12,7.035,0.58,10.615,3.517,5.664,0.134,0.191,0.378
n01440764_7492.JPEG,4.988,4.459,3.432,0.118,2.932,0.351,6.429,0.841,4.9,5.786,3.556,2.801
n01440764_7499.JPEG,8.863,7.241,7.465,0.623,11.225,0.41,11.343,6.06,8.663,8.471,6.996,8.676
n01440764_7501.JPEG,6.912,6.581,2.949,0.257,7.647,0.337,7.969,6.094,7.671,4.668,3.774,4.722
n01440764_7514.JPEG,6.213,3.057,3.696,2.383,6.434,1.937,8.591,7.281,8.739,5.321,5.712,4.654
n01440764_7519.JPEG,6.592,5.561,5.369,1.499,9.942,0.574,10.291,7.712,8.422,6.368,5.621,5.794
n01440764_752.JPEG,2.834,0.992,1.943,1.833,8.78,0.363,10.98,5.488,8.445,3.583,2.983,3.661
n01440764_7521.JPEG,0.738,0.223,0.529,0.643,9.18,0.876,10.551,5.759,4.856,0.745,0.427,0.286
n01440764_7531.JPEG,0.551,0.052,0.201,0.249,9.63,0.505,10.288,4.3,6.987,1.361,0.434,0.185
n01440764_7548.JPEG,5.254,4.708,5.339,0.448,10.982,1.753,11.362,6.118,7.282,4.151,4.216,5.101
n01440764_7558.JPEG,8.376,10.842,10.819,2.225,6.719,0.673,8.007,4.044,8.591,8.807,10.418,9.478
n01440764_7562.JPEG,3.739,2.172,2.707,2.937,2.668,1.136,7.017,2.979,5.933,4.219,5.566,5.587
n01440764_7571.JPEG,2.832,1.252,2.45,0.49,8.782,0.647,10.686,3.942,9.115,0.827,0.401,2.382
n01440764_7585.JPEG,4.567,4.229,3.929,0.281,7.594,1.165,5.887,2.271,6.98,4.132,2.094,2.749
n01440764_7591.JPEG,8.114,6.957,7.122,0.59,5.212,6.301,10.3,8.257,8.051,7.363,6.826,4.66
